,Overall Customer ID,Customer ID,Customer Size
28705,13315,133150009,0
28706,13315,133150010,0
28707,13315,133150011,0
28708,13315,133150012,0
28709,13315,133150013,0
28710,13315,133150014,0
28711,13315,133150015,0
28712,13315,133150016,0
28713,13315,133150017,0
28714,13315,133150018,0
28715,13315,133150019,0
28716,13315,133150020,0
28717,13316,133160001,0
28718,13317,133170001,0
28719,13317,133170002,0
28720,13318,133180001,1
28721,13319,133190001,1
28722,13320,133200001,1
28723,13321,133210001,1
28724,13322,133220001,0
28725,13323,133230001,0
28726,13323,133230002,0
28727,13324,133240001,1
28728,13325,133250001,1
28729,13326,133260001,0
28730,13327,133270001,1
28731,13327,133270002,1
28732,13328,133280001,1
28733,13328,133280002,1
28734,13329,133290001,1
28735,13329,133290002,1
28736,13330,133300001,2
28737,13330,133300002,2
28738,13331,133310001,1
28739,13332,133320001,1
28740,13332,133320002,1
28741,13333,133330001,2
28742,13333,133330002,2
28743,13333,133330003,2
28744,13333,133330004,2
28745,13333,133330005,2
28746,13334,133340001,2
28747,13334,133340002,2
28748,13334,133340003,2
28749,13335,133350001,2
28750,13336,133360001,1
28751,13336,133360002,1
28752,13337,133370001,1
28753,13337,133370002,1
28754,13338,133380001,0
28755,13338,133380002,0
28756,13338,133380003,0
28757,13339,133390001,1
28758,13340,133400001,2
28759,13340,133400002,2
28760,13341,133410001,2
28761,13341,133410002,2
28762,13341,133410003,2
28763,13342,133420001,0
28764,13342,133420002,0
28765,13342,133420003,0
28766,13342,133420004,0
28767,13343,133430001,1
28768,13343,133430002,1
28769,13344,133440001,2
28770,13344,133440002,2
28771,13344,133440003,2
28772,13344,133440004,2
28773,13345,133450001,0
28774,13346,133460001,0
28775,13347,133470001,0
28776,13348,133480001,1
28777,13348,133480002,1
28778,13349,133490001,1
28779,13349,133490002,1
28780,13349,133490003,1
28781,13350,133500001,0
28782,13351,133510001,1
28783,13351,133510002,1
28784,13351,133510003,1
28785,13351,133510004,1
28786,13351,133510005,1
28787,13351,133510006,1
28788,13351,133510007,1
28789,13352,133520001,1
28790,13352,133520002,1
28791,13352,133520003,1
28792,13353,133530001,1
28793,13353,133530002,1
28794,13353,133530003,1
28795,13353,133530004,1
28796,13353,133530005,1
28797,13353,133530006,1
28798,13353,133530007,1
28799,13353,133530008,1
28800,13353,133530009,1
28801,13353,133530010,1
28802,13353,133530011,1
28803,13353,133530012,1
28804,13353,133530013,1
28805,13353,133530014,1
28806,13353,133530015,1
28807,13354,133540001,1
28808,13354,133540002,1
28809,13354,133540003,1
28810,13354,133540004,1
28811,13354,133540005,1
28812,13354,133540006,1
28813,13355,133550001,1
28814,13355,133550002,1
28815,13355,133550003,1
28816,13355,133550004,1
28817,13355,133550005,1
28818,13355,133550006,1
28819,13355,133550007,1
28820,13355,133550008,1
28821,13355,133550009,1
28822,13355,133550010,1
28823,13355,133550011,1
28824,13356,133560001,0
28825,13356,133560002,0
28826,13356,133560003,0
28827,13357,133570001,1
28828,13357,133570002,1
28829,13358,133580001,0
28830,13358,133580002,0
28831,13359,133590001,2
28832,13360,133600001,1
28833,13361,133610001,0
28834,13362,133620001,0
28835,13363,133630001,1
28836,13364,133640001,0
28837,13364,133640002,0
28838,13365,133650001,1
28839,13366,133660001,0
28840,13367,133670001,2
28841,13368,133680001,1
28842,13369,133690001,1
28843,13370,133700001,2
28844,13371,133710001,1
28845,13371,133710002,1
28846,13372,133720001,2
28847,13372,133720002,2
28848,13372,133720003,2
28849,13373,133730001,1
28850,13373,133730002,1
28851,13374,133740001,2
28852,13374,133740002,2
28853,13375,133750001,0
28854,13376,133760001,1
28855,13376,133760002,1
28856,13377,133770001,1
28857,13378,133780001,3
28858,13378,133780002,3
28859,13379,133790001,1
28860,13379,133790002,1
28861,13380,133800001,2
28862,13380,133800002,2
28863,13380,133800003,2
28864,13380,133800004,2
28865,13380,133800005,2
28866,13380,133800006,2
28867,13380,133800007,2
28868,13380,133800008,2
28869,13380,133800009,2
28870,13380,133800010,2
28871,13380,133800011,2
28872,13381,133810001,1
28873,13381,133810002,1
28874,13382,133820001,3
28875,13383,133830001,3
28876,13384,133840001,0
28877,13384,133840002,0
28878,13384,133840003,0
28879,13385,133850001,2
28880,13385,133850002,2
28881,13386,133860001,2
28882,13386,133860002,2
28883,13387,133870001,1
28884,13388,133880001,1
28885,13389,133890001,0
28886,13390,133900001,3
28887,13390,133900002,3
28888,13390,133900003,3
28889,13390,133900004,3
28890,13390,133900005,3
28891,13390,133900006,3
28892,13390,133900007,3
28893,13390,133900008,3
28894,13390,133900009,3
28895,13390,133900010,3
28896,13390,133900011,3
28897,13390,133900012,3
28898,13390,133900013,3
28899,13390,133900014,3
28900,13390,133900015,3
28901,13390,133900016,3
28902,13390,133900017,3
28903,13390,133900018,3
28904,13390,133900019,3
28905,13390,133900020,3
28906,13390,133900021,3
28907,13390,133900022,3
28908,13390,133900023,3
28909,13390,133900024,3
28910,13390,133900025,3
28911,13390,133900026,3
28912,13390,133900027,3
28913,13390,133900028,3
28914,13390,133900029,3
28915,13390,133900030,3
28916,13390,133900031,3
28917,13390,133900032,3
28918,13390,133900033,3
28919,13390,133900034,3
28920,13390,133900035,3
28921,13390,133900036,3
28922,13390,133900037,3
28923,13390,133900038,3
28924,13390,133900039,3
28925,13390,133900040,3
28926,13390,133900041,3
28927,13390,133900042,3
28928,13390,133900043,3
28929,13390,133900044,3
28930,13390,133900045,3
28931,13390,133900046,3
28932,13390,133900047,3
28933,13390,133900048,3
28934,13390,133900049,3
28935,13390,133900050,3
28936,13390,133900051,3
28937,13390,133900052,3
28938,13390,133900053,3
28939,13390,133900054,3
28940,13390,133900055,3
28941,13390,133900056,3
28942,13390,133900057,3
28943,13390,133900058,3
28944,13390,133900059,3
28945,13390,133900060,3
28946,13390,133900061,3
28947,13390,133900062,3
28948,13390,133900063,3
28949,13390,133900064,3
28950,13390,133900065,3
28951,13390,133900066,3
28952,13390,133900067,3
28953,13390,133900068,3
28954,13390,133900069,3
28955,13390,133900070,3
28956,13390,133900071,3
28957,13390,133900072,3
28958,13390,133900073,3
28959,13390,133900074,3
28960,13390,133900075,3
28961,13390,133900076,3
28962,13390,133900077,3
28963,13390,133900078,3
28964,13390,133900079,3
28965,13390,133900080,3
28966,13390,133900081,3
28967,13390,133900082,3
28968,13390,133900083,3
28969,13390,133900084,3
28970,13390,133900085,3
28971,13390,133900086,3
28972,13390,133900087,3
28973,13390,133900088,3
28974,13390,133900089,3
28975,13390,133900090,3
28976,13390,133900091,3
28977,13390,133900092,3
28978,13390,133900093,3
28979,13390,133900094,3
28980,13390,133900095,3
28981,13390,133900096,3
28982,13390,133900097,3
28983,13390,133900098,3
28984,13390,133900099,3
28985,13390,133900100,3
28986,13390,133900101,3
28987,13390,133900102,3
28988,13390,133900103,3
28989,13390,133900104,3
28990,13390,133900105,3
28991,13390,133900106,3
28992,13390,133900107,3
28993,13390,133900108,3
28994,13390,133900109,3
28995,13390,133900110,3
28996,13390,133900111,3
28997,13390,133900112,3
28998,13390,133900113,3
28999,13390,133900114,3
29000,13390,133900115,3
29001,13390,133900116,3
29002,13390,133900117,3
29003,13390,133900118,3
29004,13390,133900119,3
29005,13390,133900120,3
29006,13390,133900121,3
29007,13390,133900122,3
29008,13390,133900123,3
29009,13390,133900124,3
29010,13390,133900125,3
29011,13390,133900126,3
29012,13390,133900127,3
29013,13390,133900128,3
29014,13390,133900129,3
29015,13390,133900130,3
29016,13390,133900131,3
29017,13390,133900132,3
29018,13390,133900133,3
29019,13390,133900134,3
29020,13390,133900135,3
29021,13390,133900136,3
29022,13390,133900137,3
29023,13390,133900138,3
29024,13390,133900139,3
29025,13390,133900140,3
29026,13390,133900141,3
29027,13390,133900142,3
29028,13390,133900143,3
29029,13390,133900144,3
29030,13390,133900145,3
29031,13390,133900146,3
29032,13390,133900147,3
29033,13390,133900148,3
29034,13390,133900149,3
29035,13390,133900150,3
29036,13390,133900151,3
29037,13390,133900152,3
29038,13390,133900153,3
29039,13390,133900154,3
29040,13390,133900155,3
29041,13390,133900156,3
29042,13390,133900157,3
29043,13390,133900158,3
29044,13390,133900159,3
29045,13390,133900160,3
29046,13390,133900161,3
29047,13390,133900162,3
29048,13390,133900163,3
29049,13390,133900164,3
29050,13390,133900165,3
29051,13390,133900166,3
29052,13390,133900167,3
29053,13390,133900168,3
29054,13390,133900169,3
29055,13390,133900170,3
29056,13390,133900171,3
29057,13390,133900172,3
29058,13390,133900173,3
29059,13390,133900174,3
29060,13390,133900175,3
29061,13390,133900176,3
29062,13390,133900177,3
29063,13390,133900178,3
29064,13390,133900179,3
29065,13390,133900180,3
29066,13390,133900181,3
29067,13390,133900182,3
29068,13390,133900183,3
29069,13390,133900184,3
29070,13390,133900185,3
29071,13390,133900186,3
29072,13390,133900187,3
29073,13390,133900188,3
29074,13390,133900189,3
29075,13390,133900190,3
29076,13390,133900191,3
29077,13390,133900192,3
29078,13390,133900193,3
29079,13390,133900194,3
29080,13390,133900195,3
29081,13390,133900196,3
29082,13390,133900197,3
29083,13390,133900198,3
29084,13390,133900199,3
29085,13390,133900200,3
29086,13390,133900201,3
29087,13390,133900202,3
29088,13390,133900203,3
29089,13390,133900204,3
29090,13390,133900205,3
29091,13390,133900206,3
29092,13390,133900207,3
29093,13390,133900208,3
29094,13390,133900209,3
29095,13390,133900210,3
29096,13390,133900211,3
29097,13390,133900212,3
29098,13390,133900213,3
29099,13390,133900214,3
29100,13390,133900215,3
29101,13390,133900216,3
29102,13390,133900217,3
29103,13390,133900218,3
29104,13390,133900219,3
29105,13390,133900220,3
29106,13390,133900221,3
29107,13390,133900222,3
29108,13390,133900223,3
29109,13390,133900224,3
29110,13390,133900225,3
29111,13390,133900226,3
29112,13390,133900227,3
29113,13390,133900228,3
29114,13390,133900229,3
29115,13390,133900230,3
29116,13390,133900231,3
29117,13390,133900232,3
29118,13390,133900233,3
29119,13390,133900234,3
29120,13390,133900235,3
29121,13390,133900236,3
29122,13390,133900237,3
29123,13390,133900238,3
29124,13390,133900239,3
29125,13390,133900240,3
29126,13390,133900241,3
29127,13390,133900242,3
29128,13390,133900243,3
29129,13390,133900244,3
29130,13390,133900245,3
29131,13390,133900246,3
29132,13390,133900247,3
29133,13390,133900248,3
29134,13390,133900249,3
29135,13390,133900250,3
29136,13390,133900251,3
29137,13390,133900252,3
29138,13390,133900253,3
29139,13390,133900254,3
29140,13390,133900255,3
29141,13390,133900256,3
29142,13390,133900257,3
29143,13390,133900258,3
29144,13390,133900259,3
29145,13390,133900260,3
29146,13390,133900261,3
29147,13390,133900262,3
29148,13390,133900263,3
29149,13390,133900264,3
29150,13390,133900265,3
29151,13390,133900266,3
29152,13390,133900267,3
29153,13390,133900268,3
29154,13390,133900269,3
29155,13390,133900270,3
29156,13390,133900271,3
29157,13390,133900272,3
29158,13390,133900273,3
29159,13390,133900274,3
29160,13390,133900275,3
29161,13390,133900276,3
29162,13390,133900277,3
29163,13390,133900278,3
29164,13390,133900279,3
29165,13390,133900280,3
29166,13390,133900281,3
29167,13390,133900282,3
29168,13390,133900283,3
29169,13390,133900284,3
29170,13390,133900285,3
29171,13390,133900286,3
29172,13390,133900287,3
29173,13390,133900288,3
29174,13390,133900289,3
29175,13390,133900290,3
29176,13390,133900291,3
29177,13390,133900292,3
29178,13390,133900293,3
29179,13390,133900294,3
29180,13390,133900295,3
29181,13390,133900296,3
29182,13390,133900297,3
29183,13390,133900298,3
29184,13390,133900299,3
29185,13390,133900300,3
29186,13390,133900301,3
29187,13390,133900302,3
29188,13390,133900303,3
29189,13390,133900304,3
29190,13390,133900305,3
29191,13390,133900306,3
29192,13390,133900307,3
29193,13390,133900308,3
29194,13390,133900309,3
29195,13390,133900310,3
29196,13390,133900311,3
29197,13390,133900312,3
29198,13390,133900313,3
29199,13390,133900314,3
29200,13390,133900315,3
29201,13390,133900316,3
29202,13390,133900317,3
29203,13390,133900318,3
29204,13390,133900319,3
29205,13390,133900320,3
29206,13390,133900321,3
29207,13390,133900322,3
29208,13390,133900323,3
29209,13390,133900324,3
29210,13390,133900325,3
29211,13390,133900326,3
29212,13390,133900327,3
29213,13390,133900328,3
29214,13390,133900329,3
29215,13390,133900330,3
29216,13390,133900331,3
29217,13390,133900332,3
29218,13390,133900333,3
29219,13390,133900334,3
29220,13390,133900335,3
29221,13390,133900336,3
29222,13390,133900337,3
29223,13390,133900338,3
29224,13390,133900339,3
29225,13390,133900340,3
29226,13390,133900341,3
29227,13390,133900342,3
29228,13390,133900343,3
29229,13390,133900344,3
29230,13390,133900345,3
29231,13390,133900346,3
29232,13390,133900347,3
29233,13390,133900348,3
29234,13390,133900349,3
29235,13390,133900350,3
29236,13390,133900351,3
29237,13390,133900352,3
29238,13390,133900353,3
29239,13390,133900354,3
29240,13390,133900355,3
29241,13390,133900356,3
29242,13390,133900357,3
29243,13390,133900358,3
29244,13390,133900359,3
29245,13390,133900360,3
29246,13390,133900361,3
29247,13390,133900362,3
29248,13390,133900363,3
29249,13390,133900364,3
29250,13390,133900365,3
29251,13390,133900366,3
29252,13390,133900367,3
29253,13390,133900368,3
29254,13390,133900369,3
29255,13390,133900370,3
29256,13390,133900371,3
29257,13390,133900372,3
29258,13390,133900373,3
29259,13390,133900374,3
29260,13390,133900375,3
29261,13390,133900376,3
29262,13390,133900377,3
29263,13390,133900378,3
29264,13390,133900379,3
29265,13390,133900380,3
29266,13390,133900381,3
29267,13390,133900382,3
29268,13390,133900383,3
29269,13390,133900384,3
29270,13390,133900385,3
29271,13390,133900386,3
29272,13390,133900387,3
29273,13390,133900388,3
29274,13390,133900389,3
29275,13390,133900390,3
29276,13390,133900391,3
29277,13390,133900392,3
29278,13390,133900393,3
29279,13390,133900394,3
29280,13390,133900395,3
29281,13390,133900396,3
29282,13390,133900397,3
29283,13390,133900398,3
29284,13390,133900399,3
29285,13390,133900400,3
29286,13390,133900401,3
29287,13390,133900402,3
29288,13390,133900403,3
29289,13390,133900404,3
29290,13390,133900405,3
29291,13390,133900406,3
29292,13390,133900407,3
29293,13390,133900408,3
29294,13390,133900409,3
29295,13390,133900410,3
29296,13390,133900411,3
29297,13390,133900412,3
29298,13390,133900413,3
29299,13390,133900414,3
29300,13390,133900415,3
29301,13390,133900416,3
29302,13390,133900417,3
29303,13390,133900418,3
29304,13390,133900419,3
29305,13390,133900420,3
29306,13390,133900421,3
29307,13390,133900422,3
29308,13390,133900423,3
29309,13390,133900424,3
29310,13390,133900425,3
29311,13390,133900426,3
29312,13390,133900427,3
29313,13390,133900428,3
29314,13390,133900429,3
29315,13390,133900430,3
29316,13390,133900431,3
29317,13390,133900432,3
29318,13390,133900433,3
29319,13390,133900434,3
29320,13390,133900435,3
29321,13390,133900436,3
29322,13390,133900437,3
29323,13390,133900438,3
29324,13390,133900439,3
29325,13390,133900440,3
29326,13390,133900441,3
29327,13390,133900442,3
29328,13390,133900443,3
29329,13390,133900444,3
29330,13390,133900445,3
29331,13390,133900446,3
29332,13390,133900447,3
29333,13390,133900448,3
29334,13390,133900449,3
29335,13390,133900450,3
29336,13390,133900451,3
29337,13390,133900452,3
29338,13390,133900453,3
29339,13390,133900454,3
29340,13390,133900455,3
29341,13390,133900456,3
29342,13390,133900457,3
29343,13390,133900458,3
29344,13390,133900459,3
29345,13390,133900460,3
29346,13390,133900461,3
29347,13390,133900462,3
29348,13390,133900463,3
29349,13390,133900464,3
29350,13390,133900465,3
29351,13390,133900466,3
29352,13390,133900467,3
29353,13390,133900468,3
29354,13390,133900469,3
29355,13390,133900470,3
29356,13390,133900471,3
29357,13390,133900472,3
29358,13390,133900473,3
29359,13390,133900474,3
29360,13390,133900475,3
29361,13390,133900476,3
29362,13390,133900477,3
29363,13390,133900478,3
29364,13390,133900479,3
29365,13390,133900480,3
29366,13390,133900481,3
29367,13390,133900482,3
29368,13390,133900483,3
29369,13390,133900484,3
29370,13390,133900485,3
29371,13390,133900486,3
29372,13390,133900487,3
29373,13390,133900488,3
29374,13390,133900489,3
29375,13390,133900490,3
29376,13390,133900491,3
29377,13390,133900492,3
29378,13390,133900493,3
29379,13390,133900494,3
29380,13390,133900495,3
29381,13390,133900496,3
29382,13390,133900497,3
29383,13390,133900498,3
29384,13390,133900499,3
29385,13390,133900500,3
29386,13390,133900501,3
29387,13390,133900502,3
29388,13390,133900503,3
29389,13390,133900504,3
29390,13390,133900505,3
29391,13390,133900506,3
29392,13390,133900507,3
29393,13390,133900508,3
29394,13390,133900509,3
29395,13390,133900510,3
29396,13390,133900511,3
29397,13390,133900512,3
29398,13390,133900513,3
29399,13390,133900514,3
29400,13390,133900515,3
29401,13390,133900516,3
29402,13390,133900517,3
29403,13390,133900518,3
29404,13390,133900519,3
29405,13390,133900520,3
29406,13390,133900521,3
29407,13390,133900522,3
29408,13390,133900523,3
29409,13390,133900524,3
29410,13390,133900525,3
29411,13390,133900526,3
29412,13390,133900527,3
29413,13390,133900528,3
29414,13390,133900529,3
29415,13390,133900530,3
29416,13390,133900531,3
29417,13390,133900532,3
29418,13390,133900533,3
29419,13390,133900534,3
29420,13390,133900535,3
29421,13390,133900536,3
29422,13390,133900537,3
29423,13390,133900538,3
29424,13390,133900539,3
29425,13390,133900540,3
29426,13390,133900541,3
29427,13390,133900542,3
29428,13390,133900543,3
29429,13390,133900544,3
29430,13390,133900545,3
29431,13390,133900546,3
29432,13390,133900547,3
29433,13390,133900548,3
29434,13390,133900549,3
29435,13390,133900550,3
29436,13390,133900551,3
29437,13390,133900552,3
29438,13390,133900553,3
29439,13390,133900554,3
29440,13390,133900555,3
29441,13390,133900556,3
29442,13390,133900557,3
29443,13390,133900558,3
29444,13390,133900559,3
29445,13390,133900560,3
29446,13390,133900561,3
29447,13390,133900562,3
29448,13390,133900563,3
29449,13390,133900564,3
29450,13390,133900565,3
29451,13390,133900566,3
29452,13390,133900567,3
29453,13390,133900568,3
29454,13390,133900569,3
29455,13390,133900570,3
29456,13390,133900571,3
29457,13390,133900572,3
29458,13390,133900573,3
29459,13390,133900574,3
29460,13390,133900575,3
29461,13390,133900576,3
29462,13390,133900577,3
29463,13390,133900578,3
29464,13390,133900579,3
29465,13390,133900580,3
29466,13390,133900581,3
29467,13390,133900582,3
29468,13390,133900583,3
29469,13390,133900584,3
29470,13390,133900585,3
29471,13390,133900586,3
29472,13390,133900587,3
29473,13390,133900588,3
29474,13390,133900589,3
29475,13390,133900590,3
29476,13390,133900591,3
29477,13390,133900592,3
29478,13390,133900593,3
29479,13390,133900594,3
29480,13390,133900595,3
29481,13390,133900596,3
29482,13390,133900597,3
29483,13390,133900598,3
29484,13390,133900599,3
29485,13390,133900600,3
29486,13390,133900601,3
29487,13390,133900602,3
29488,13390,133900603,3
29489,13390,133900604,3
29490,13390,133900605,3
29491,13390,133900606,3
29492,13390,133900607,3
29493,13390,133900608,3
29494,13390,133900609,3
29495,13390,133900610,3
29496,13390,133900611,3
29497,13390,133900612,3
29498,13390,133900613,3
29499,13390,133900614,3
29500,13390,133900615,3
29501,13390,133900616,3
29502,13390,133900617,3
29503,13390,133900618,3
29504,13390,133900619,3
29505,13390,133900620,3
29506,13390,133900621,3
29507,13390,133900622,3
29508,13390,133900623,3
29509,13390,133900624,3
29510,13390,133900625,3
29511,13390,133900626,3
29512,13390,133900627,3
29513,13390,133900628,3
29514,13390,133900629,3
29515,13390,133900630,3
29516,13390,133900631,3
29517,13390,133900632,3
29518,13390,133900633,3
29519,13390,133900634,3
29520,13390,133900635,3
29521,13390,133900636,3
29522,13390,133900637,3
29523,13390,133900638,3
29524,13390,133900639,3
29525,13390,133900640,3
29526,13390,133900641,3
29527,13390,133900642,3
29528,13390,133900643,3
29529,13390,133900644,3
29530,13390,133900645,3
29531,13390,133900646,3
29532,13390,133900647,3
29533,13390,133900648,3
29534,13390,133900649,3
29535,13390,133900650,3
29536,13390,133900651,3
29537,13390,133900652,3
29538,13390,133900653,3
29539,13390,133900654,3
29540,13390,133900655,3
29541,13390,133900656,3
29542,13390,133900657,3
29543,13390,133900658,3
29544,13390,133900659,3
29545,13390,133900660,3
29546,13390,133900661,3
29547,13390,133900662,3
29548,13390,133900663,3
29549,13390,133900664,3
29550,13390,133900665,3
29551,13390,133900666,3
29552,13390,133900667,3
29553,13390,133900668,3
29554,13390,133900669,3
29555,13390,133900670,3
29556,13390,133900671,3
29557,13390,133900672,3
29558,13390,133900673,3
29559,13390,133900674,3
29560,13390,133900675,3
29561,13390,133900676,3
29562,13390,133900677,3
29563,13390,133900678,3
29564,13390,133900679,3
29565,13390,133900680,3
29566,13390,133900681,3
29567,13390,133900682,3
29568,13390,133900683,3
29569,13390,133900684,3
29570,13390,133900685,3
29571,13390,133900686,3
29572,13390,133900687,3
29573,13390,133900688,3
29574,13390,133900689,3
29575,13390,133900690,3
29576,13390,133900691,3
29577,13390,133900692,3
29578,13390,133900693,3
29579,13390,133900694,3
29580,13390,133900695,3
29581,13390,133900696,3
29582,13390,133900697,3
29583,13390,133900698,3
29584,13390,133900699,3
29585,13390,133900700,3
29586,13390,133900701,3
29587,13390,133900702,3
29588,13390,133900703,3
29589,13390,133900704,3
29590,13390,133900705,3
29591,13390,133900706,3
29592,13390,133900707,3
29593,13390,133900708,3
29594,13390,133900709,3
29595,13390,133900710,3
29596,13390,133900711,3
29597,13390,133900712,3
29598,13390,133900713,3
29599,13390,133900714,3
29600,13390,133900715,3
29601,13390,133900716,3
29602,13390,133900717,3
29603,13390,133900718,3
29604,13390,133900719,3
29605,13390,133900720,3
29606,13390,133900721,3
29607,13390,133900722,3
29608,13390,133900723,3
29609,13390,133900724,3
29610,13390,133900725,3
29611,13390,133900726,3
29612,13390,133900727,3
29613,13390,133900728,3
29614,13390,133900729,3
29615,13390,133900730,3
29616,13390,133900731,3
29617,13390,133900732,3
29618,13390,133900733,3
29619,13390,133900734,3
29620,13390,133900735,3
29621,13390,133900736,3
29622,13390,133900737,3
29623,13390,133900738,3
29624,13390,133900739,3
29625,13390,133900740,3
29626,13390,133900741,3
29627,13390,133900742,3
29628,13390,133900743,3
29629,13390,133900744,3
29630,13390,133900745,3
29631,13390,133900746,3
29632,13390,133900747,3
29633,13390,133900748,3
29634,13390,133900749,3
29635,13390,133900750,3
29636,13390,133900751,3
29637,13390,133900752,3
29638,13390,133900753,3
29639,13390,133900754,3
29640,13390,133900755,3
29641,13390,133900756,3
29642,13390,133900757,3
29643,13390,133900758,3
29644,13390,133900759,3
29645,13390,133900760,3
29646,13390,133900761,3
29647,13390,133900762,3
29648,13390,133900763,3
29649,13390,133900764,3
29650,13390,133900765,3
29651,13390,133900766,3
29652,13390,133900767,3
29653,13391,133910001,1
29654,13392,133920001,3
29655,13392,133920002,3
29656,13392,133920003,3
29657,13392,133920004,3
29658,13392,133920005,3
29659,13393,133930001,0
29660,13394,133940001,1
29661,13395,133950001,0
29662,13396,133960001,0
29663,13396,133960002,0
29664,13397,133970001,2
29665,13397,133970002,2
29666,13397,133970003,2
29667,13398,133980001,1
29668,13398,133980002,1
29669,13399,133990001,1
29670,13399,133990002,1
29671,13400,134000001,1
29672,13400,134000002,1
29673,13401,134010001,3
29674,13401,134010002,3
29675,13401,134010003,3
29676,13401,134010004,3
29677,13401,134010005,3
29678,13401,134010006,3
29679,13401,134010007,3
29680,13402,134020001,1
29681,13402,134020002,1
29682,13403,134030001,1
29683,13404,134040001,2
29684,13405,134050001,1
29685,13406,134060001,2
29686,13407,134070001,1
29687,13408,134080001,2
29688,13408,134080002,2
29689,13409,134090001,2
29690,13409,134090002,2
29691,13409,134090003,2
29692,13410,134100001,2
29693,13410,134100002,2
29694,13411,134110001,1
29695,13412,134120001,1
29696,13412,134120002,1
29697,13413,134130001,1
29698,13414,134140001,2
29699,13414,134140002,2
29700,13415,134150001,2
29701,13416,134160001,1
29702,13416,134160002,1
29703,13417,134170001,1
29704,13418,134180001,1
29705,13419,134190001,0
29706,13420,134200001,1
29707,13421,134210001,1
29708,13422,134220001,0
29709,13423,134230001,0
29710,13424,134240001,0
29711,13425,134250001,0
29712,13425,134250002,0
29713,13425,134250003,0
29714,13425,134250004,0
29715,13425,134250005,0
29716,13425,134250006,0
29717,13425,134250007,0
29718,13425,134250008,0
29719,13425,134250009,0
29720,13425,134250010,0
29721,13425,134250011,0
29722,13425,134250012,0
29723,13425,134250013,0
29724,13425,134250014,0
29725,13425,134250015,0
29726,13425,134250016,0
29727,13425,134250017,0
29728,13425,134250018,0
29729,13426,134260001,0
29730,13427,134270001,0
29731,13428,134280001,1
29732,13428,134280002,1
29733,13429,134290001,0
29734,13429,134290002,0
29735,13430,134300001,2
29736,13430,134300002,2
29737,13430,134300003,2
29738,13431,134310001,1
29739,13432,134320001,0
29740,13433,134330001,0
29741,13434,134340001,0
29742,13435,134350001,3
29743,13435,134350002,3
29744,13435,134350003,3
29745,13435,134350004,3
29746,13435,134350005,3
29747,13435,134350006,3
29748,13435,134350007,3
29749,13435,134350008,3
29750,13435,134350009,3
29751,13435,134350010,3
29752,13435,134350011,3
29753,13435,134350012,3
29754,13435,134350013,3
29755,13435,134350014,3
29756,13435,134350015,3
29757,13435,134350016,3
29758,13435,134350017,3
29759,13435,134350018,3
29760,13435,134350019,3
29761,13435,134350020,3
29762,13435,134350021,3
29763,13435,134350022,3
29764,13435,134350023,3
29765,13435,134350024,3
29766,13435,134350025,3
29767,13435,134350026,3
29768,13435,134350027,3
29769,13435,134350028,3
29770,13435,134350029,3
29771,13435,134350030,3
29772,13435,134350031,3
29773,13435,134350032,3
29774,13435,134350033,3
29775,13435,134350034,3
29776,13435,134350035,3
29777,13436,134360001,1
29778,13436,134360002,1
29779,13436,134360003,1
29780,13436,134360004,1
29781,13436,134360005,1
29782,13436,134360006,1
29783,13437,134370001,1
29784,13437,134370002,1
29785,13438,134380001,2
29786,13438,134380002,2
29787,13439,134390001,1
29788,13439,134390002,1
29789,13439,134390003,1
29790,13439,134390004,1
29791,13439,134390005,1
29792,13439,134390006,1
29793,13439,134390007,1
29794,13440,134400001,0
29795,13441,134410001,1
29796,13441,134410002,1
29797,13442,134420001,3
29798,13442,134420002,3
29799,13442,134420003,3
29800,13442,134420004,3
29801,13442,134420005,3
29802,13442,134420006,3
29803,13442,134420007,3
29804,13442,134420008,3
29805,13442,134420009,3
29806,13442,134420010,3
29807,13442,134420011,3
29808,13442,134420012,3
29809,13442,134420013,3
29810,13442,134420014,3
29811,13442,134420015,3
29812,13442,134420016,3
29813,13442,134420017,3
29814,13442,134420018,3
29815,13442,134420019,3
29816,13442,134420020,3
29817,13442,134420021,3
29818,13442,134420022,3
29819,13442,134420023,3
29820,13442,134420024,3
29821,13442,134420025,3
29822,13442,134420026,3
29823,13443,134430001,0
29824,13444,134440001,2
29825,13444,134440002,2
29826,13445,134450001,1
29827,13446,134460001,0
29828,13447,134470001,1
29829,13447,134470002,1
29830,13448,134480001,1
29831,13448,134480002,1
29832,13448,134480003,1
29833,13449,134490001,1
29834,13449,134490002,1
29835,13450,134500001,0
29836,13450,134500002,0
29837,13451,134510001,1
29838,13451,134510002,1
29839,13451,134510003,1
29840,13451,134510004,1
29841,13451,134510005,1
29842,13452,134520001,1
29843,13453,134530001,2
29844,13453,134530002,2
29845,13453,134530003,2
29846,13453,134530004,2
29847,13453,134530005,2
29848,13453,134530006,2
29849,13453,134530007,2
29850,13453,134530008,2
29851,13453,134530009,2
29852,13454,134540001,1
29853,13455,134550001,1
29854,13456,134560001,1
29855,13456,134560002,1
29856,13456,134560003,1
29857,13456,134560004,1
29858,13456,134560005,1
29859,13456,134560006,1
29860,13456,134560007,1
29861,13457,134570001,1
29862,13458,134580001,0
29863,13459,134590001,1
29864,13460,134600001,0
29865,13461,134610001,1
29866,13462,134620001,0
29867,13462,134620002,0
29868,13463,134630001,0
